,gbif_id,taxon_name,decimal_latitude,decimal_longitude,occurrence,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,1935614221,Procapra picticaudata,34.444808,95.485162,1,3.5357668,122.0,13.0,560.02,35.89,-0.36,23.05,36.12,3037.5,780.0,-79.0,10.0,0.0,6.3,7.87,3471.42,90.62,90.62,-324.25,252.0,43.0,0.055333167,-45.0,56.0,-152.0,359.0,86.0,2.0,102.0,225.0,8.0,225.0,9.0,141.0,37.0,8171.0,126.0,-246.0,372.0,56.0,-143.0
1,1935609462,Procapra picticaudata,33.958453999999996,102.940053,1,3.893372,125.0,14.0,727.19,44.87,-0.07,20.35,69.01,7938.0,3738.0,-10.0,35.0,0.0,20.39,20.39,3399.35,102.9,93.85,-204.25,507.0,60.0,0.015932444,1.0,84.0,-96.0,676.0,128.0,3.0,83.0,360.0,15.0,349.0,15.0,145.0,40.0,6967.0,155.0,-207.0,362.0,80.0,-96.0
2,1891287978,Procapra picticaudata,35.189978,94.69722900000001,1,2.4362612,122.0,13.0,535.88,51.53,-0.51,23.5,26.09,2730.0,747.0,-89.0,6.0,0.0,4.4,6.11,3502.14,89.5,89.5,-339.5,252.0,76.0,0.025935233,-51.0,53.0,-159.0,261.0,65.0,2.0,103.0,168.0,6.0,168.0,6.0,140.0,37.0,8339.0,123.0,-252.0,375.0,53.0,-150.0
3,1839211309,Procapra picticaudata,35.430053,93.711957,1,3.7849329,122.0,15.0,566.33,60.98,-0.61,23.25,22.19,3210.0,825.0,-83.0,10.0,0.0,6.04,7.69,3589.82,93.23,93.23,-319.25,35.0,76.0,0.00634104,-44.0,59.0,-151.0,221.0,58.0,1.0,107.0,148.0,3.0,148.0,4.0,141.0,37.0,8258.0,131.0,-241.0,372.0,59.0,-141.0
4,1839204924,Procapra picticaudata,33.564391,78.040256,1,0.3669815,133.0,20.0,596.07,80.04,-0.77,25.25,13.68,4005.0,1329.0,-107.0,24.0,0.0,6.17,23.04,3890.28,101.43,93.99,-286.25,130.0,58.0,0.043398067,-36.0,73.0,-147.0,138.0,26.0,4.0,46.0,58.0,19.0,51.0,29.0,123.0,32.0,8582.0,152.0,-222.0,374.0,71.0,-80.0
5,1837096397,Procapra picticaudata,33.083672,91.699069,1,4.412273,122.0,11.0,527.11,39.65,-0.39,22.3,32.41,1824.0,159.0,-83.0,-7.0,0.0,4.39,6.49,3431.81,87.64,87.64,-362.5,535.0,76.0,0.019361777,-57.0,43.0,-161.0,319.0,90.0,1.0,115.0,222.0,5.0,222.0,6.0,147.0,39.0,8061.0,113.0,-257.0,370.0,43.0,-151.0
6,1837096396,Procapra picticaudata,32.055569,98.962028,1,0.68331534,122.0,12.0,715.59,61.61,-0.19,18.85,63.94,5796.0,3348.0,-16.0,24.0,0.0,20.59,21.7,3255.96,98.9,98.9,-212.75,532.0,69.0,0.04492677,-6.0,74.0,-96.0,583.0,128.0,3.0,98.0,351.0,11.0,351.0,11.0,145.0,43.0,6710.0,142.0,-195.0,337.0,74.0,-87.0
7,1439685786,Procapra picticaudata,30.0,88.0,1,4.1038995,122.0,12.0,709.62,68.15,-0.68,19.75,23.95,4710.0,3468.0,-24.0,26.0,0.0,20.09,27.16,3369.43,100.69,89.3,-230.25,397.0,44.0,0.07362381,-12.0,78.0,-103.0,226.0,84.0,1.0,149.0,186.0,3.0,180.0,3.0,148.0,42.0,7108.0,146.0,-203.0,349.0,71.0,-91.0
8,1436952331,Procapra picticaudata,32.0,90.0,1,2.8049717,122.0,14.0,672.21,55.37,-0.55,21.45,31.86,4815.0,3564.0,-53.0,28.0,0.0,14.37,15.77,3612.3,101.52,101.52,-248.25,104.0,68.0,0.0055763414,-17.0,79.0,-116.0,300.0,84.0,1.0,117.0,213.0,4.0,213.0,4.0,135.0,38.0,7705.0,148.0,-200.0,348.0,79.0,-106.0
9,1088970123,Procapra picticaudata,27.26581,88.67981800000001,1,3.8885393,124.0,19.0,1001.3,48.56,0.5,12.2,344.76,55116.0,55116.0,108.0,146.0,9.0,53.22,53.59,2281.9,102.41,102.41,240.0,212.0,49.0,0.20909831,127.0,175.0,65.0,2017.0,509.0,5.0,100.0,1270.0,38.0,1270.0,47.0,91.0,44.0,4354.0,211.0,5.0,206.0,175.0,75.0
