,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4,band 5,band 6,band 7,band 8,band 9,band 10,band 11,band 12,band 13,band 14,band 15,band 16,band 17,band 18,band 19,band 20,band 21,band 22,band 23,band 24,band 25,band 26,band 27,band 28,band 29,band 30,band 31,band 32,band 33,band 34,band 35,band 36,band 37,band 38,band 39,band 40,band 41
0,0,1305113256,Odocoileus hemionus,49.23531,-123.96904,POINT (-123.96904 49.23531),1,1.1237012,104.0,10.0,726.29,55.02,0.34,14.8,173.85,41832.0,28512.0,53.0,127.0,5.0,15.4,115.93,4253.96,115.93,13.51,152.0,1131.0,50.0,0.040766772,97.0,166.0,35.0,1098.0,181.0,30.0,57.0,503.0,104.0,104.0,463.0,77.0,34.0,5197.0,224.0,2.0,222.0,40.0,166.0
1,1,1145688218,Odocoileus hemionus,49.282996693333395,-124.36773117507,POINT (-124.36773117507 49.28299669333339),1,-3.4e+38,126.0,9.0,740.49,53.85,0.48,14.75,222.79,41166.0,28120.5,52.0,121.0,5.0,14.97,120.26,4434.98,120.26,13.02,150.0,447.0,49.0,-3.4e+38,95.0,164.0,34.0,1434.0,229.0,36.0,58.0,648.0,123.0,123.0,596.0,79.0,34.0,5192.0,229.0,3.0,226.0,39.0,164.0
2,2,1880617504,Odocoileus hemionus,48.524223,-123.508841,POINT (-123.508841 48.524223),1,0.5798417,46.0,6.0,707.4,58.48,0.38,12.4,199.48,36594.0,22080.0,53.0,98.0,5.0,16.03,111.58,4030.78,98.59,14.24,136.0,3685.0,46.0,0.017835783,84.0,142.0,32.0,1147.0,201.0,23.0,67.0,572.0,81.0,99.0,517.0,80.0,39.0,4412.0,202.0,-1.0,203.0,36.0,142.0
3,3,1562981082,Odocoileus hemionus,48.9416,-125.546344,POINT (-125.546344 48.9416),1,-3.4e+38,83.0,6.0,648.6,29.57,0.79,9.95,633.23,38142.0,29085.0,70.0,100.0,4.0,17.24,95.89,3349.12,85.94,15.43,171.0,0.0,36.0,-3.4e+38,88.0,135.0,47.0,3028.0,441.0,72.0,53.0,1247.0,263.0,312.0,1190.0,72.0,42.0,3528.0,182.0,13.0,169.0,52.0,132.0
4,4,1269553488,Odocoileus hemionus,48.415042,-123.329262,POINT (-123.329262 48.415042),1,-3.4e+38,120.0,13.0,702.07,72.42,-0.06,11.2,127.7,42840.0,37818.0,68.0,111.0,6.0,16.5,107.29,3872.67,107.29,14.76,187.0,705.0,51.0,-3.4e+38,99.0,150.0,50.0,657.0,109.0,16.0,61.0,316.0,60.0,60.0,288.0,72.0,39.0,3964.0,201.0,20.0,181.0,55.0,150.0
5,5,1880581616,Odocoileus hemionus,48.464608,-123.315268,POINT (-123.315268 48.464608),1,-3.4e+38,120.0,13.0,703.98,71.5,-0.02,11.3,132.97,42642.0,32760.0,67.0,111.0,6.0,16.3,108.18,3915.51,108.18,14.63,185.0,705.0,51.0,-3.4e+38,98.0,150.0,49.0,688.0,114.0,17.0,61.0,332.0,62.0,62.0,302.0,72.0,39.0,4016.0,202.0,20.0,182.0,53.0,150.0
6,6,1229922323,Odocoileus hemionus,49.672455,-124.928181,POINT (-124.928181 49.672455),1,5.8031273,123.0,20.0,743.7,49.23,0.44,14.75,202.41,40608.0,27864.0,53.0,119.0,5.0,15.35,120.27,4439.65,120.27,13.38,144.0,1115.0,50.0,0.007035255,94.0,164.0,32.0,1318.0,214.0,38.0,58.0,604.0,126.0,126.0,533.0,83.0,36.0,5232.0,226.0,-3.0,229.0,36.0,164.0
7,7,1807946534,Odocoileus hemionus,48.942497,-125.553589,POINT (-125.553589 48.942497),1,-3.4e+38,83.0,6.0,648.6,29.57,0.79,9.95,633.23,38142.0,29085.0,70.0,100.0,4.0,17.24,95.89,3349.12,85.94,15.43,171.0,0.0,36.0,-3.4e+38,88.0,135.0,47.0,3028.0,441.0,72.0,53.0,1247.0,263.0,312.0,1190.0,72.0,42.0,3528.0,182.0,13.0,169.0,52.0,132.0
8,8,1880502371,Odocoileus hemionus,48.450375,-123.327413,POINT (-123.327413 48.450375),1,-3.4e+38,120.0,13.0,703.98,71.5,-0.02,11.3,132.97,42642.0,32760.0,67.0,111.0,6.0,16.3,108.18,3915.51,108.18,14.63,185.0,705.0,51.0,-3.4e+38,98.0,150.0,49.0,688.0,114.0,17.0,61.0,332.0,62.0,62.0,302.0,72.0,39.0,4016.0,202.0,20.0,182.0,53.0,150.0
9,9,922455921,Odocoileus hemionus,48.430569,-123.500748,POINT (-123.500748 48.430569),1,2.6661048,46.0,6.0,703.13,61.22,0.33,11.75,191.64,38412.0,25690.5,59.0,100.0,5.0,16.37,109.24,3927.7,96.57,14.54,154.0,3685.0,46.0,0.019253388,89.0,143.0,38.0,1054.0,181.0,21.0,67.0,525.0,74.0,93.0,473.0,77.0,39.0,4205.0,200.0,6.0,194.0,42.0,143.0
10,10,1880615804,Odocoileus hemionus,39.821001,-104.88357,POINT (-104.88357 39.821001),1,6.006501,147.0,15.0,1151.52,65.52,-0.66,24.1,35.43,36930.0,24118.5,62.0,150.0,6.0,31.66,31.66,5904.45,174.42,166.29,139.5,67.0,71.0,0.006289358,101.0,213.0,-2.0,397.0,67.0,12.0,48.0,164.0,41.0,137.0,41.0,153.0,38.0,8418.0,309.0,-85.0,394.0,187.0,-2.0
11,11,1500216036,Odocoileus hemionus,39.321636,-104.950925,POINT (-104.950925 39.321636),1,0.60342,143.0,14.0,1133.24,61.17,-0.61,22.45,38.53,26703.0,20013.0,63.0,107.0,5.0,31.58,31.58,5797.13,172.09,163.5,61.75,145.0,59.0,0.04169063,77.0,183.0,-20.0,440.0,64.0,11.0,50.0,179.0,41.0,175.0,41.0,176.0,43.0,7900.0,290.0,-115.0,405.0,158.0,-20.0
12,12,1145842067,Odocoileus hemionus,29.716667,-114.583333,POINT (-114.583333 29.716667),1,0.7181048,143.0,12.0,1592.28,91.52,-0.92,12.75,16.05,75744.0,75744.0,191.0,158.0,12.0,74.68,164.65,4845.06,184.03,74.68,410.0,36.0,59.0,0.0534148,175.0,239.0,123.0,135.0,23.0,0.0,60.0,58.0,4.0,32.0,58.0,168.0,58.0,4487.0,332.0,44.0,288.0,123.0,177.0
13,13,583444757,Odocoileus hemionus,35.0830353096864,-120.032501675902,POINT (-120.032501675902 35.0830353096864),1,6.11895,143.0,19.0,1265.56,89.95,-0.52,13.45,74.48,57042.0,57042.0,135.0,121.0,8.0,49.09,173.0,5099.18,161.67,60.48,278.0,120.0,57.0,0.03661516,132.0,198.0,77.0,608.0,114.0,0.0,90.0,335.0,4.0,15.0,319.0,145.0,51.0,4873.0,294.0,11.0,283.0,80.0,195.0
14,14,1805402599,Odocoileus hemionus,38.073321,-122.96556499999998,POINT (-122.965565 38.073321),1,-3.4e+38,130.0,26.0,1013.74,78.77,-0.04,7.5,184.91,55170.0,55170.0,136.0,103.0,10.0,41.89,126.13,3545.44,118.37,40.03,291.0,216.0,61.0,-3.4e+38,127.0,159.0,94.0,970.0,205.0,2.0,89.0,526.0,12.0,19.0,521.0,108.0,59.0,2599.0,226.0,43.0,183.0,98.0,154.0
15,15,1914235867,Odocoileus hemionus,37.608018,-112.843701,POINT (-112.843701 37.608018),1,4.5801635,145.0,19.0,928.4,63.24,-0.42,20.55,52.79,12820.5,8280.0,15.0,58.0,3.0,23.96,108.25,5060.09,146.66,31.65,-69.25,125.0,60.0,0.06432248,34.0,131.0,-54.0,541.0,62.0,22.0,23.0,160.0,95.0,135.0,146.0,158.0,42.0,7329.0,237.0,-131.0,368.0,-47.0,59.0
16,16,1831207020,Odocoileus hemionus,45.469193,-122.560317,POINT (-122.560317 45.469193),1,1.2339079,125.0,12.0,954.23,63.73,0.25,15.05,174.28,49212.0,38415.0,75.0,120.0,6.0,22.73,148.44,5258.35,133.51,20.39,198.0,216.0,53.0,0.00484257,114.0,182.0,49.0,1280.0,202.0,21.0,56.0,576.0,108.0,113.0,531.0,107.0,41.0,5261.0,265.0,9.0,256.0,53.0,182.0
17,17,1913692999,Odocoileus hemionus,36.489588,-118.194578,POINT (-118.194578 36.489588),1,2.999518,133.0,18.0,701.67,72.27,-0.03,15.4,91.52,6930.0,4050.0,0.0,38.0,1.0,27.18,98.35,3543.89,99.54,23.04,-85.0,146.0,47.0,0.056480978,14.0,90.0,-46.0,684.0,115.0,14.0,61.0,309.0,59.0,77.0,306.0,112.0,41.0,5517.0,171.0,-99.0,270.0,-41.0,61.0
18,18,1880515004,Odocoileus hemionus,38.493776,-122.407564,POINT (-122.407564 38.493776),1,4.2981133,161.0,4.0,1366.6,88.68,-0.42,14.1,91.64,64638.0,64638.0,135.0,120.0,10.0,44.87,192.2,6133.31,176.44,44.87,306.0,41.0,61.0,0.032274302,149.0,212.0,86.0,790.0,175.0,1.0,92.0,444.0,9.0,14.0,444.0,157.0,52.0,5005.0,319.0,22.0,297.0,86.0,211.0
19,19,1571129661,Odocoileus hemionus,48.19093,-122.10866,POINT (-122.10866 48.19093),1,4.9603467,128.0,8.0,820.06,48.55,0.32,13.35,187.62,43704.0,34065.0,69.0,109.0,6.0,19.15,127.22,4562.52,127.22,16.62,175.0,89.0,77.0,0.009506804,101.0,161.0,43.0,1214.0,164.0,39.0,41.0,482.0,145.0,145.0,434.0,95.0,41.0,4692.0,232.0,5.0,227.0,47.0,161.0
20,20,1457600879,Odocoileus hemionus,37.347619,-122.136272,POINT (-122.136272 37.347619),1,0.4709822,128.0,9.0,1131.25,89.62,-0.54,10.05,84.89,61956.0,61956.0,143.0,130.0,10.0,45.2,144.6,4188.45,133.66,45.2,326.0,57.0,71.0,0.052774668,143.0,189.0,97.0,523.0,108.0,1.0,88.0,278.0,6.0,10.0,278.0,117.0,54.0,3618.0,254.0,40.0,214.0,97.0,186.0
21,21,1668898107,Odocoileus hemionus,34.1256,-118.296853,POINT (-118.296853 34.1256),1,3.0823405,159.0,18.0,1308.97,80.64,-0.69,10.35,60.74,77454.0,77454.0,193.0,172.0,12.0,61.93,158.97,4028.28,152.26,75.04,443.0,84.0,61.0,0.009892753,179.0,230.0,136.0,404.0,89.0,0.0,97.0,247.0,5.0,13.0,230.0,123.0,53.0,3670.0,299.0,71.0,228.0,139.0,223.0
22,22,1837202120,Odocoileus hemionus,39.438,-120.211167,POINT (-120.211167 39.438),1,2.1509297,147.0,33.0,1024.71,75.4,-0.21,18.6,80.5,20344.5,12636.0,40.0,54.0,4.0,27.29,160.62,5502.25,160.62,27.29,3.0,74.0,76.0,0.02548546,57.0,143.0,-23.0,811.0,138.0,12.0,68.0,376.0,51.0,51.0,376.0,163.0,45.0,6576.0,261.0,-97.0,358.0,-23.0,143.0
23,23,1262406587,Odocoileus hemionus,33.210715,-110.726364,POINT (-110.726364 33.210715),1,2.6718154,152.0,17.0,1415.75,69.83,-0.64,19.95,52.19,68598.0,68598.0,130.0,190.0,9.0,52.9,166.17,5715.98,189.1,168.85,295.75,60.0,63.0,0.020839682,158.0,251.0,71.0,513.0,86.0,9.0,52.0,196.0,36.0,163.0,156.0,147.0,43.0,7108.0,337.0,-2.0,339.0,245.0,190.0
24,24,1065368392,Odocoileus hemionus,34.30887152863611,-117.913175110922,POINT (-117.913175110922 34.3088715286361),1,3.64987,131.0,13.0,1305.07,89.72,-0.52,17.05,68.51,58554.0,58554.0,124.0,149.0,7.0,49.03,179.48,5373.78,167.03,61.47,256.0,86.0,56.0,0.090747684,135.0,219.0,65.0,625.0,121.0,2.0,87.0,347.0,11.0,25.0,329.0,147.0,46.0,6081.0,313.0,-3.0,316.0,72.0,215.0
25,25,1453078995,Odocoileus hemionus,38.285556,-111.244167,POINT (-111.244167 38.285556),1,0.80044377,141.0,19.0,1212.48,84.08,-0.84,26.3,16.37,38970.0,25179.0,41.0,153.0,6.0,30.55,30.55,6378.9,184.56,163.78,148.5,32.0,70.0,0.040729314,105.0,221.0,-10.0,193.0,30.0,9.0,38.0,77.0,29.0,65.0,29.0,153.0,36.0,8936.0,322.0,-92.0,414.0,212.0,-10.0
26,26,812649903,Odocoileus hemionus,43.0395335154201,-124.408703466167,POINT (-124.408703466167 43.0395335154201),1,5.01049,104.0,22.0,847.74,61.04,0.5,8.15,338.17,46980.0,46980.0,115.0,101.0,6.0,30.7,113.3,3494.91,105.02,28.35,243.5,206.0,47.0,0.028720772,109.0,149.0,74.0,1705.0,286.0,12.0,69.0,822.0,79.0,87.0,767.0,96.0,54.0,2967.0,205.0,28.0,177.0,78.0,145.0
