,taxon_name,gbif_id,decimal_longitude,decimal_latitude,present/pseudo_absent
0,Philantomba maxwellii,1571081526,-11.348778999999999,7.544135000000001,1
1,Philantomba maxwellii,1890647255,-8.252344,5.501459,1
2,Philantomba maxwellii,1890646705,-8.56495,5.31405,1
3,Philantomba maxwellii,1890648316,-8.447811999999999,5.4269419999999995,1
4,Philantomba maxwellii,1890648181,-8.298724,5.394675,1
5,Philantomba maxwellii,1890647953,-8.446121,5.351614,1
6,Philantomba maxwellii,1890648795,-8.505953,5.5256680000000005,1
7,Philantomba maxwellii,1890648815,-8.444693,5.540268,1
8,Philantomba maxwellii,1890646822,-8.708388000000001,5.346312,1
9,Philantomba maxwellii,197039543,-7.732,5.403,1
10,Philantomba maxwellii,1890647772,-8.531174,5.282769999999999,1
11,Philantomba maxwellii,1890648767,-8.398439,5.533864,1
12,Philantomba maxwellii,1890647406,-8.202261,5.528395,1
13,Philantomba maxwellii,1890647616,-8.582656,5.248223,1
14,Philantomba maxwellii,1890648376,-8.450861,5.429089,1
15,Philantomba maxwellii,1890646691,-8.559925999999999,5.309912000000001,1
16,Philantomba maxwellii,1890648527,-8.509464999999999,5.4924800000000005,1
17,Philantomba maxwellii,1890647380,-8.231296,5.519984,1
18,Philantomba maxwellii,1890648750,-8.224442999999999,5.514304,1
19,Philantomba maxwellii,1890647044,-8.337468,5.472504,1
20,Philantomba maxwellii,1890646696,-8.149428,5.305765,1
21,Philantomba maxwellii,1890647241,-8.417552,5.514597,1
22,Philantomba maxwellii,1890647363,-8.39907,5.534253,1
23,Philantomba maxwellii,1890647826,-8.472067,5.300046,1
24,Philantomba maxwellii,1890647940,-8.512827,5.341014,1
25,Philantomba maxwellii,1890648475,-8.237891000000001,5.452114,1
26,Philantomba maxwellii,1890646786,-8.743295,5.334179,1
27,Philantomba maxwellii,1890648635,-8.562123,5.504969,1
28,Philantomba maxwellii,1890646815,-8.743539,5.335563,1
29,Philantomba maxwellii,1890648127,-8.451867,5.3947959999999995,1
30,Philantomba maxwellii,1890648705,-8.573438000000001,5.513372,1
31,Philantomba maxwellii,1890646918,-8.520424,5.4012400000000005,1
32,Philantomba maxwellii,1890647252,-8.564288000000001,5.50659,1
33,Philantomba maxwellii,1890646479,-8.551978,5.267561,1
34,Philantomba maxwellii,1890646635,-8.589164,5.300705000000001,1
35,Philantomba maxwellii,865719004,-5.00255,5.25361,1
36,Philantomba maxwellii,1890648035,-8.583285,5.371859,1
37,Philantomba maxwellii,1890646492,-8.554511999999999,5.269598,1
38,Philantomba maxwellii,1890647155,-8.50352,5.4876629999999995,1
39,Philantomba maxwellii,1890646398,-8.574864999999999,5.251619,1
40,Philantomba maxwellii,1890648330,-8.474847,5.4169339999999995,1
41,Philantomba maxwellii,197039535,-9.736,8.032,1
42,Philantomba maxwellii,197039418,-8.906,8.531,1
43,Philantomba maxwellii,1890648902,-8.453733,5.547206,1
44,Philantomba maxwellii,1890648162,-8.685526,5.399575,1
45,Philantomba maxwellii,1890647778,-8.533348,5.284617,1
46,Philantomba maxwellii,1890647768,-8.584536,5.297255000000001,1
47,Philantomba maxwellii,1890646599,-8.74006,5.300452,1
