,taxon_name,gbif_id,decimal_longitude,decimal_latitude,present/pseudo_absent
0,Neotragus pygmaeus,1890646658,-8.704346000000001,5.305439,1
1,Neotragus pygmaeus,1890647682,-8.559464,5.273473,1
2,Neotragus pygmaeus,1890648083,-8.443181,5.387877,1
3,Neotragus pygmaeus,865738118,-4.15262,5.33102,1
4,Neotragus pygmaeus,1317553137,-6.75,5.82,1
5,Neotragus pygmaeus,1890646683,-8.557382,5.307821,1
6,Neotragus pygmaeus,1890647214,-8.569495,5.510311,1
7,Neotragus pygmaeus,919445200,-11.16667,8.88333,1
8,Neotragus pygmaeus,1890648454,-8.515766000000001,5.45896,1
9,Neotragus pygmaeus,1890646458,-8.554557,5.269652,1
10,Neotragus pygmaeus,1890648198,-8.573091999999999,5.401895,1
11,Neotragus pygmaeus,1890646462,-8.557119,5.271662,1
12,Neotragus pygmaeus,1890646775,-8.785469,5.316997,1
13,Neotragus pygmaeus,1890646450,-8.559419,5.273537,1
14,Neotragus pygmaeus,1890647853,-8.786278999999999,5.321358,1
15,Neotragus pygmaeus,1890646557,-8.610888000000001,5.284182,1
16,Neotragus pygmaeus,1890647781,-8.591933000000001,5.302733,1
17,Neotragus pygmaeus,1320781021,-5.62,7.05,1
18,Neotragus pygmaeus,1890646414,-8.574947,5.251646,1
19,Neotragus pygmaeus,1890648182,-8.449378,5.392794,1
20,Neotragus pygmaeus,1890646519,-8.527639,5.280027,1
21,Neotragus pygmaeus,1890647648,-8.585707000000001,5.260311,1
22,Neotragus pygmaeus,197158464,-8.906,8.531,1
23,Neotragus pygmaeus,1890646737,-8.564625,5.31386,1
24,Neotragus pygmaeus,1890648274,-8.475242999999999,5.417224,1
25,Neotragus pygmaeus,1890648072,-8.381064,5.362669,1
26,Neotragus pygmaeus,1890648664,-8.534994000000001,5.516582,1
27,Neotragus pygmaeus,1890646827,-8.67977,5.3944339999999995,1
28,Neotragus pygmaeus,1890647188,-8.562555999999999,5.50525,1
29,Neotragus pygmaeus,1890647193,-8.508417999999999,5.491674,1
30,Neotragus pygmaeus,1320429117,-3.47,7.43,1
31,Neotragus pygmaeus,1890648126,-8.746858,5.383718,1
32,Neotragus pygmaeus,865737716,-4.15017,5.82032,1
33,Neotragus pygmaeus,1890647883,-8.439825,5.34685,1
34,Neotragus pygmaeus,1890647996,-8.383345,5.364751999999999,1
35,Neotragus pygmaeus,1890646826,-8.785829,5.318246,1
36,Neotragus pygmaeus,1890646655,-8.590192,5.301348,1
37,Neotragus pygmaeus,1890647605,-8.585274,5.2599849999999995,1
38,Neotragus pygmaeus,865737715,-4.15814,5.84606,1
39,Neotragus pygmaeus,1890647872,-8.439275,5.3463519999999995,1
40,Neotragus pygmaeus,1890646774,-8.785082000000001,5.313505,1
41,Neotragus pygmaeus,1890648372,-8.601255,5.428682,1
42,Neotragus pygmaeus,197158487,-8.937000000000001,8.525,1
43,Neotragus pygmaeus,1890647966,-8.409377000000001,5.353008999999999,1
44,Neotragus pygmaeus,1890647168,-8.536483,5.482696,1
45,Neotragus pygmaeus,1890647796,-8.784452,5.308919,1
46,Neotragus pygmaeus,1890648214,-8.483127,5.423228,1
47,Neotragus pygmaeus,1890647848,-8.556092,5.306635,1
48,Neotragus pygmaeus,1890647741,-8.564136,5.277158,1
49,Neotragus pygmaeus,1890648553,-8.544432,5.488392,1
50,Neotragus pygmaeus,1890648235,-8.503396,5.40745,1
51,Neotragus pygmaeus,1890647777,-8.556543,5.307096,1
52,Neotragus pygmaeus,1890647859,-8.759219,5.328721,1
53,Neotragus pygmaeus,1890648037,-8.383353999999999,5.364679,1
54,Neotragus_pygmaeus,no_id,-12.125000000000002,11.625000000000005,0
55,Neotragus_pygmaeus,no_id,3.5416666666666665,8.041666666666673,0
56,Neotragus_pygmaeus,no_id,-13.791666666666668,12.791666666666673,0
57,Neotragus_pygmaeus,no_id,5.374999999999999,8.291666666666673,0
58,Neotragus_pygmaeus,no_id,1.958333333333331,8.291666666666673,0
59,Neotragus_pygmaeus,no_id,0.37499999999999883,6.375000000000004,0
60,Neotragus_pygmaeus,no_id,-15.625000000000002,13.541666666666673,0
61,Neotragus_pygmaeus,no_id,-5.208333333333333,12.041666666666673,0
62,Neotragus_pygmaeus,no_id,-7.291666666666667,15.45833333333334,0
63,Neotragus_pygmaeus,no_id,3.208333333333331,13.20833333333334,0
64,Neotragus_pygmaeus,no_id,-10.791666666666668,8.041666666666673,0
65,Neotragus_pygmaeus,no_id,-16.291666666666664,15.20833333333334,0
66,Neotragus_pygmaeus,no_id,-5.458333333333333,15.625000000000005,0
67,Neotragus_pygmaeus,no_id,-9.375000000000002,16.208333333333336,0
68,Neotragus_pygmaeus,no_id,-12.875000000000002,9.291666666666673,0
69,Neotragus_pygmaeus,no_id,-8.791666666666668,15.041666666666673,0
70,Neotragus_pygmaeus,no_id,-10.625000000000002,11.70833333333334,0
71,Neotragus_pygmaeus,no_id,-4.041666666666669,10.45833333333334,0
72,Neotragus_pygmaeus,no_id,-10.958333333333334,7.708333333333338,0
73,Neotragus_pygmaeus,no_id,2.2916666666666665,6.875000000000004,0
74,Neotragus_pygmaeus,no_id,5.124999999999999,9.791666666666673,0
75,Neotragus_pygmaeus,no_id,1.458333333333331,13.291666666666673,0
76,Neotragus_pygmaeus,no_id,-15.541666666666668,12.375000000000005,0
77,Neotragus_pygmaeus,no_id,-5.625000000000001,12.791666666666673,0
78,Neotragus_pygmaeus,no_id,-11.958333333333334,7.708333333333338,0
79,Neotragus_pygmaeus,no_id,-4.125000000000001,13.041666666666673,0
80,Neotragus_pygmaeus,no_id,-13.541666666666668,13.20833333333334,0
81,Neotragus_pygmaeus,no_id,-1.291666666666669,7.541666666666672,0
82,Neotragus_pygmaeus,no_id,-8.375000000000002,15.125000000000005,0
83,Neotragus_pygmaeus,no_id,-9.041666666666668,6.625000000000004,0
84,Neotragus_pygmaeus,no_id,-11.541666666666668,9.45833333333334,0
85,Neotragus_pygmaeus,no_id,-5.541666666666667,8.45833333333334,0
86,Neotragus_pygmaeus,no_id,-8.458333333333334,15.70833333333334,0
87,Neotragus_pygmaeus,no_id,-12.041666666666668,16.625000000000004,0
88,Neotragus_pygmaeus,no_id,-12.041666666666668,8.45833333333334,0
89,Neotragus_pygmaeus,no_id,-8.041666666666668,14.70833333333334,0
90,Neotragus_pygmaeus,no_id,2.8749999999999987,10.041666666666673,0
91,Neotragus_pygmaeus,no_id,-12.375000000000002,11.625000000000005,0
92,Neotragus_pygmaeus,no_id,-12.791666666666668,10.45833333333334,0
93,Neotragus_pygmaeus,no_id,-3.7083333333333335,12.291666666666673,0
94,Neotragus_pygmaeus,no_id,-10.958333333333334,11.625000000000005,0
95,Neotragus_pygmaeus,no_id,2.458333333333331,12.70833333333334,0
96,Neotragus_pygmaeus,no_id,-6.208333333333333,9.125000000000005,0
97,Neotragus_pygmaeus,no_id,-6.291666666666667,10.20833333333334,0
98,Neotragus_pygmaeus,no_id,-7.291666666666667,15.291666666666673,0
99,Neotragus_pygmaeus,no_id,-3.6250000000000013,5.458333333333338,0
100,Neotragus_pygmaeus,no_id,-14.958333333333334,11.45833333333334,0
101,Neotragus_pygmaeus,no_id,3.1249999999999987,7.791666666666672,0
102,Neotragus_pygmaeus,no_id,-13.208333333333334,13.375000000000005,0
103,Neotragus_pygmaeus,no_id,-4.458333333333333,6.541666666666672,0
104,Neotragus_pygmaeus,no_id,0.7083333333333309,9.20833333333334,0
105,Neotragus_pygmaeus,no_id,3.5416666666666665,11.125000000000005,0
106,Neotragus_pygmaeus,no_id,-0.20833333333333334,7.458333333333338,0
107,Neotragus_pygmaeus,no_id,-5.291666666666667,10.291666666666673,0
108,Neotragus_pygmaeus,no_id,-8.791666666666668,9.375000000000005,0
109,Neotragus_pygmaeus,no_id,4.208333333333331,9.791666666666673,0
110,Neotragus_pygmaeus,no_id,-12.625000000000002,14.625000000000005,0
111,Neotragus_pygmaeus,no_id,-2.041666666666669,15.20833333333334,0
112,Neotragus_pygmaeus,no_id,-8.625000000000002,5.125000000000004,0
113,Neotragus_pygmaeus,no_id,-11.375000000000002,16.29166666666667,0
114,Neotragus_pygmaeus,no_id,-2.6250000000000013,12.125000000000005,0
115,Neotragus_pygmaeus,no_id,-0.7083333333333334,6.291666666666672,0
116,Neotragus_pygmaeus,no_id,-8.291666666666668,14.375000000000005,0
117,Neotragus_pygmaeus,no_id,-9.625000000000002,8.70833333333334,0
118,Neotragus_pygmaeus,no_id,-14.875000000000002,13.541666666666673,0
119,Neotragus_pygmaeus,no_id,-12.291666666666668,13.375000000000005,0
120,Neotragus_pygmaeus,no_id,-0.37500000000000117,12.625000000000005,0
121,Neotragus_pygmaeus,no_id,-14.125000000000002,13.375000000000005,0
122,Neotragus_pygmaeus,no_id,-9.208333333333334,13.875000000000005,0
123,Neotragus_pygmaeus,no_id,-0.7916666666666691,12.45833333333334,0
124,Neotragus_pygmaeus,no_id,0.37499999999999883,15.20833333333334,0
125,Neotragus_pygmaeus,no_id,-12.375000000000002,11.125000000000005,0
126,Neotragus_pygmaeus,no_id,-13.041666666666668,16.958333333333336,0
127,Neotragus_pygmaeus,no_id,3.7916666666666665,6.458333333333338,0
128,Neotragus_pygmaeus,no_id,-6.625000000000001,7.875000000000004,0
129,Neotragus_pygmaeus,no_id,-8.791666666666668,7.625000000000004,0
130,Neotragus_pygmaeus,no_id,-7.708333333333333,8.625000000000005,0
131,Neotragus_pygmaeus,no_id,-14.375000000000002,11.70833333333334,0
132,Neotragus_pygmaeus,no_id,-13.458333333333334,11.20833333333334,0
133,Neotragus_pygmaeus,no_id,-2.041666666666669,6.541666666666672,0
134,Neotragus_pygmaeus,no_id,-14.708333333333334,11.541666666666673,0
135,Neotragus_pygmaeus,no_id,-1.7083333333333333,8.125000000000005,0
136,Neotragus_pygmaeus,no_id,4.874999999999999,9.791666666666673,0
137,Neotragus_pygmaeus,no_id,0.9583333333333309,12.70833333333334,0
138,Neotragus_pygmaeus,no_id,-8.291666666666668,15.20833333333334,0
139,Neotragus_pygmaeus,no_id,-14.625000000000002,13.20833333333334,0
140,Neotragus_pygmaeus,no_id,2.7916666666666665,10.791666666666673,0
141,Neotragus_pygmaeus,no_id,-1.875000000000001,12.125000000000005,0
142,Neotragus_pygmaeus,no_id,-3.4583333333333335,7.958333333333338,0
143,Neotragus_pygmaeus,no_id,5.041666666666667,8.70833333333334,0
144,Neotragus_pygmaeus,no_id,-13.375000000000002,12.375000000000005,0
145,Neotragus_pygmaeus,no_id,-11.625000000000002,12.20833333333334,0
146,Neotragus_pygmaeus,no_id,-6.291666666666667,16.29166666666667,0
147,Neotragus_pygmaeus,no_id,-11.541666666666668,14.70833333333334,0
148,Neotragus_pygmaeus,no_id,-0.9583333333333334,7.375000000000004,0
149,Neotragus_pygmaeus,no_id,-7.208333333333333,5.875000000000004,0
150,Neotragus_pygmaeus,no_id,-13.541666666666668,14.95833333333334,0
151,Neotragus_pygmaeus,no_id,-1.875000000000001,9.125000000000005,0
152,Neotragus_pygmaeus,no_id,-10.041666666666668,16.625000000000004,0
153,Neotragus_pygmaeus,no_id,-4.791666666666667,14.625000000000005,0
154,Neotragus_pygmaeus,no_id,-2.041666666666669,9.541666666666673,0
155,Neotragus_pygmaeus,no_id,-8.375000000000002,7.625000000000004,0
156,Neotragus_pygmaeus,no_id,-12.041666666666668,12.45833333333334,0
157,Neotragus_pygmaeus,no_id,-5.041666666666667,5.958333333333338,0
158,Neotragus_pygmaeus,no_id,-6.958333333333333,7.708333333333338,0
159,Neotragus_pygmaeus,no_id,-15.458333333333334,16.54166666666667,0
160,Neotragus_pygmaeus,no_id,-7.125000000000001,6.375000000000004,0
161,Neotragus_pygmaeus,no_id,-5.041666666666667,5.541666666666672,0
162,Neotragus_pygmaeus,no_id,3.5416666666666665,7.375000000000004,0
163,Neotragus_pygmaeus,no_id,-6.041666666666667,10.20833333333334,0
