,taxon_name,gbif_id,decimal_longitude,decimal_latitude,present/pseudo_absent,row_n
0,Cephalophus_natalensis,1890043175,31.99175,-28.691038,1,0
1,Cephalophus_natalensis,1890070827,32.425412,-27.06918,1,1
2,Cephalophus_natalensis,1890070888,32.448381,-27.002884,1,2
3,Cephalophus_natalensis,1890071080,32.237553000000005,-28.246087,1,3
4,Cephalophus_natalensis,1880634087,31.777029,-28.957956,1,4
5,Cephalophus_natalensis,1806007006,38.085823,-7.672205,1,5
6,Cephalophus_natalensis,1453235883,32.447026,-26.997613,1,6
7,Cephalophus_natalensis,1901047113,32.421352,-28.21645,1,7
8,Cephalophus_natalensis,1920813617,31.68208,-28.945301,1,8
9,Cephalophus_natalensis,1850908161,32.383732,-28.242079999999998,1,9
10,Cephalophus_natalensis,921018515,32.238636,-27.797471999999996,1,10
11,Cephalophus_natalensis,1839231526,32.433505,-28.19562,1,11
12,Cephalophus_natalensis,1839233801,32.410586,-28.316440000000004,1,12
13,Cephalophus_natalensis,1838332195,31.788744,-28.875647999999998,1,13
14,Cephalophus_natalensis,1838337984,32.447666,-28.084377000000003,1,14
15,Cephalophus_natalensis,1838356518,31.777479999999997,-28.967809999999997,1,15
16,Cephalophus_natalensis,1838356696,31.659202,-28.991864,1,16
17,Cephalophus_natalensis,1838373227,32.467706,-28.25805,1,17
18,Cephalophus_natalensis,1838388189,31.711474,-28.89133,1,18
19,Cephalophus_natalensis,1838391812,31.715427000000002,-28.896209000000002,1,19
20,Cephalophus_natalensis,1838405813,31.797774,-28.876640999999996,1,20
21,Cephalophus_natalensis,1838406108,31.721928000000002,-28.960541999999997,1,21
22,Cephalophus_natalensis,1838407587,31.752859,-28.883734999999998,1,22
23,Cephalophus_natalensis,1838409247,31.795298,-28.995315,1,23
24,Cephalophus_natalensis,1838410156,31.779436999999998,-28.872795,1,24
25,Cephalophus_natalensis,1838410165,31.728771999999996,-28.831436,1,25
26,Cephalophus_natalensis,1838410174,31.663371,-28.808227000000002,1,26
27,Cephalophus_natalensis,1838410199,31.678206,-28.922194,1,27
28,Cephalophus_natalensis,1838411030,32.204552,-28.252467,1,28
29,Cephalophus_natalensis,1838411536,31.648497999999996,-28.816053000000004,1,29
30,Cephalophus_natalensis,1805377185,32.400729,-28.353059000000002,1,30
31,Cephalophus_natalensis,1805383629,38.229171,-7.759353999999999,1,31
32,Cephalophus_natalensis,1802682131,31.62795,-28.911893,1,32
33,Cephalophus_natalensis,1898809797,31.690095,-28.962721999999996,1,33
34,Cephalophus_natalensis,1898809869,31.781562,-28.848596,1,34
35,Cephalophus_natalensis,1898809904,31.716112,-28.846865,1,35
36,Cephalophus_natalensis,1052590503,35.201961,-18.040446,1,36
37,Cephalophus_natalensis,1671724516,32.221059000000004,-27.959359999999997,1,37
38,Cephalophus_natalensis,1579915681,32.047119,-28.144659000000004,1,38
39,Cephalophus_natalensis,1457583834,32.131113,-28.193009999999997,1,39
40,Cephalophus_natalensis,1038341796,31.670584,-28.944608000000002,1,40
41,Cephalophus_natalensis,1305169113,31.63130300000001,-28.855472999999996,1,41
42,Cephalophus_natalensis,1305169168,31.670853,-28.843996999999998,1,42
43,Cephalophus_natalensis,1272110020,35.206654,-18.045522000000002,1,43
44,Cephalophus_natalensis,1265549037,32.384182,-28.114915999999997,1,44
45,Cephalophus_natalensis,1265893057,32.442149,-28.14186500000001,1,45
46,Cephalophus_natalensis,1838020594,32.207336,-28.355521999999997,1,46
47,Cephalophus_natalensis,no_id,35.124999999999986,-11.791666666666666,0,47
48,Cephalophus_natalensis,no_id,29.458333333333325,-24.958333333333332,0,48
49,Cephalophus_natalensis,no_id,29.291666666666657,-20.291666666666668,0,49
50,Cephalophus_natalensis,no_id,36.04166666666665,-14.791666666666666,0,50
51,Cephalophus_natalensis,no_id,36.20833333333332,-6.625,0,51
52,Cephalophus_natalensis,no_id,30.041666666666657,-4.541666666666667,0,52
53,Cephalophus_natalensis,no_id,36.54166666666665,-17.125,0,53
54,Cephalophus_natalensis,no_id,36.54166666666665,-16.458333333333332,0,54
55,Cephalophus_natalensis,no_id,35.45833333333332,-13.458333333333332,0,55
56,Cephalophus_natalensis,no_id,38.70833333333332,-6.708333333333333,0,56
57,Cephalophus_natalensis,no_id,23.791666666666657,-24.041666666666668,0,57
58,Cephalophus_natalensis,no_id,32.70833333333332,-17.708333333333332,0,58
59,Cephalophus_natalensis,no_id,37.79166666666665,0.7083333333333334,0,59
60,Cephalophus_natalensis,no_id,31.708333333333325,-20.541666666666668,0,60
